Título;Autores;Autorias compartilhadas;Editores;Editores de livros;Título da fonte;Data de publicação;Ano da publicação;Volume;Edição;Número da edição;Suplemento;Edição especial;Página inicial;Página final;Número do artigo;DOI;Título da conferência;Data da conferência;Total de citações;Média por ano;1945;1946;1947;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
Energy production from microalgae biomass: carbon footprint and energy balance;"Medeiros, Diego Lima; Sales, Emerson A.; Kiperstok, Asher";;;;JOURNAL OF CLEANER PRODUCTION;JUN 1 2015;2015;96;;;;SI;493;500;;10.1016/j.jclepro.2014.07.038;;;58;8,29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;12;7;15;13;0
Evaluation of Moringa oleifera seed flour as a flocculating agent for potential biodiesel producer microalgae;"Luz Lapa Teixeira, Claudia Maria; Kirsten, Fabiana Vasconcelos; Nogueira Teixeira, Pedro Celso";;;;JOURNAL OF APPLIED PHYCOLOGY;JUN 2012;2012;24;3;;;SI;557;563;;10.1007/s10811-011-9773-1;;;58;5,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;6;7;8;8;10;6;2
Isolation and application of SOX and NOX resistant microalgae in biofixation of CO2 from thermoelectricity plants;"Radmann, Elisangela Martha; Camerini, Felipe Vieira; Santos, Thaisa Duarte; Vieira Costa, Jorge Alberto";;;;ENERGY CONVERSION AND MANAGEMENT;SEP 2011;2011;52;10;;;;3132;3136;;10.1016/j.enconman.2011.04.021;;;57;5,18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;4;9;6;7;17;5;0
Combining urban wastewater treatment with biohydrogen production - An integrated microalgae-based approach;"Batista, Ana Paula; Ambrosano, Lucas; Graca, Sofia; Sousa, Catarina; Marques, Paula A. S. S.; Ribeiro, Belina; Botrel, Elberis P.; Castro Neto, Pedro; Gouveia, Luisa";;;;BIORESOURCE TECHNOLOGY;MAY 2015;2015;184;;;;;230;235;;10.1016/j.biortech.2014.10.064;;;53;7,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7;12;14;8;8;1
Improvement in microalgae lipid extraction using a sonication-assisted method;"Pereira Neto, Ana Maria; Sotana de Souza, Rafael Augusto; Leon-Nino, Amanda Denisse; Aparecida da Costa, Joana D'arc; Tiburcio, Rodolfo Sbrolini; Nunes, Thais Abreu; Sellare de Mello, Thais Cristina; Kanemoto, Fernando Takashi; Prado Saldanha-Correa, Flavia Marisa; Flores Gianesella, Sonia Maria";;;;RENEWABLE ENERGY;JUL 2013;2013;55;;;;;525;531;;10.1016/j.renene.2013.01.019;;;53;5,89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;9;11;8;5;9;7;0
Screening of commercial natural and synthetic cationic polymers for flocculation of freshwater and marine microalgae and effects of molecular weight and charge density;"Roselet, Fabio; Vandamme, Dries; Roselet, Milene; Muylaert, Koenraad; Abreu, Paulo Cesar";;;;ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS;JUL 2015;2015;10;;;;;183;188;;10.1016/j.algal.2015.05.008;;;50;7,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7;9;11;6;12;2
Comparison of pretreatment methods for total lipids extraction from mixed microalgae;"Florentino de Souza Silva, Anna Patricya; Costa, Mayara Carantino; Lopes, Alexandre Colzi; Abdala Neto, Eliezer Fares; Leitao, Renato Carrha; Mota, Cesar Rossas; dos Santos, Andre Bezerra";;;;RENEWABLE ENERGY;MAR 2014;2014;63;;;;;762;766;;10.1016/j.renene.2013.10.038;;;49;6,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;6;7;9;9;10;0
Influence of microplastics on the toxicity of the pharmaceuticals procainamide and doxycycline on the marine microalgae Tetraselmis chuii;"Prata, Joana C.; Lavorante, Beatriz R. B. O.; Montenegro, Maria da Conceicao B. S. M.; Guilhermino, Lucia";;;;AQUATIC TOXICOLOGY;APR 2018;2018;197;;;;;143;152;;10.1016/j.aquatox.2018.02.015;;;46;11,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;16;27;1
Implementing stepwise solvent elution in sequential injection chromatography for fluorimetric determination of intracellular free amino acids in the microalgae Tetraselmis gracilis;"Rigobello-Masini, Marilda; Penteado, Jose C. P.; Liria, Cleber W.; Miranda, M. Teresa M.; Masini, Jorge C.";;;;ANALYTICA CHIMICA ACTA;NOV 3 2008;2008;628;2;;;;123;132;;10.1016/j.aca.2008.08.030;;;45;3,21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;6;5;6;3;2;3;1;4;2;1;0
Supercritical fluid extraction of fatty acids and carotenoids from the microalgae Spirulina maxima;"Canela, APRF; Rosa, PTV; Marques, MOM; Meireles, MAA";;;;INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH;JUN 12 2002;2002;41;12;;;;3012;3018;;10.1021/ie010469i;;;45;2,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;3;3;2;1;4;0;5;3;1;1;5;4;4;1;3;0
Allelopathic interactions between microcystin-producing and non-microcystin-producing cyanobacteria and green microalgae: implications for microcystins production;"Bittencourt-Oliveira, Maria do Carmo; Chia, Mathias Ahii; Bezerra de Oliveira, Helton Soriano; Cordeiro Araujo, Micheline Kezia; Reis Molica, Renato Jose; Santos Dias, Carlos Tadeu";;;;JOURNAL OF APPLIED PHYCOLOGY;FEB 2015;2015;27;1;;;;275;284;;10.1007/s10811-014-0326-2;;;43;6,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;7;7;7;9;7;1
Impact of temperature and light intensity on triacylglycerol accumulation in marine microalgae;"Kurpan Nogueira, Daniel P.; Silva, Anita F.; Araujo, Ofelia Q. F.; Chaloub, Ricardo M.";;;;BIOMASS & BIOENERGY;JAN 2015;2015;72;;;;;280;287;;10.1016/j.biombioe.2014.10.017;;;43;6,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7;3;8;8;14;1
Effects of nitrogen starvation on the photosynthetic physiology of a tropical marine microalga Rhodomonas sp (Cryptophyceae);"da Silva, Anita F.; Lourenco, Sergio O.; Chaloub, Ricardo M.";;;;AQUATIC BOTANY;NOV 2009;2009;91;4;;;;291;297;;10.1016/j.aquabot.2009.08.001;;;43;3,31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;1;8;7;4;4;6;7;0
Production of carotenoids from microalgae cultivated using agroindustrial wastes;"Rodrigues, Daniele B.; Flores, Erico M. M.; Barin, Juliano S.; Mercadante, Adriana Z.; Jacob-Lopes, Eduardo; Zepka, Leila Q.";;;;FOOD RESEARCH INTERNATIONAL;NOV 2014;2014;65;;B;;SI;144;148;;10.1016/j.foodres.2014.06.037;Advances in Pigments in Foods - Chemistry, Technology and Health, following Pigments in food Congress;2013;41;5,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;6;11;4;8;6;0
Conversion of microalgal lipids to biodiesel using chromium-aluminum mixed oxide as a heterogeneous solid acid catalyst;"Guldhe, Abhishek; Moura, Carla V. R.; Singh, Poonam; Rawat, Ismail; Moura, Edmilson M.; Sharma, Yogesh; Bux, Faizal";;;;RENEWABLE ENERGY;MAY 2017;2017;105;;;;;175;182;;10.1016/j.renene.2016.12.053;;;40;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;10;17;2
Microalgae cultivation in sugarcane vinasse: Selection, growth and biochemical characterization;"Santana, Hugo; Cereijo, Carolina R.; Teles, Valerya C.; Nascimento, Rodrigo C.; Fernandes, Maiara S.; Brunale, Patricia; Campanha, Raquel C.; Soares, Itnia P.; Silva, Flavia C. P.; Sabaini, Priscila S.; Siqueira, Felix G.; Brasil, Bruno S. A. F.";;;;BIORESOURCE TECHNOLOGY;MAR 2017;2017;228;;;;;133;140;;10.1016/j.biortech.2016.12.075;;;40;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;20;12;0
Metal mobility and toxicity to microalgae associated with acidification of sediments: CO2 and acid comparison;"De Orte, M. R.; Lombardi, A. T.; Sarmiento, A. M.; Basallote, M. D.; Rodriguez-Romero, A.; Riba, I.; Del Valls, A.";;;;MARINE ENVIRONMENTAL RESEARCH;MAY 2014;2014;96;;;;SI;136;144;;10.1016/j.marenvres.2013.10.003;;;40;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;7;5;8;7;4;4;0
Preparation of nanofibers containing the microalga Spirulina (Arthrospira);"de Morais, Michele Greque; Stillings, Christopher; Dersch, Roland; Rudisile, Markus; Pranke, Patricia; Vieira Costa, Jorge Alberto; Wendorff, Joachim";;;;BIORESOURCE TECHNOLOGY;APR 2010;2010;101;8;;;;2872;2876;;10.1016/j.biortech.2009.11.059;;;38;3,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;5;3;5;5;3;3;4;5;0
Characterization and product formation during the catalytic and non-catalytic pyrolysis of the green microalgae Chlamydomonas reinhardtii;"Andrade, L. A.; Batista, F. R. X.; Lira, T. S.; Barrozo, M. A. S.; Vieira, L. G. M.";;;;RENEWABLE ENERGY;APR 2018;2018;119;;;;;731;740;;10.1016/j.renene.2017.12.056;;;37;9,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;9;21;1
Chemical Characterization of Six Microalgae with Potential Utility for Food Application;"Matos, Angelo Paggi; Feller, Rafael; Siegel Moecke, Elisa Helena; de Oliveira, Jose Vladimir; Furigo Junior, Agenor; Derner, Roberto Bianchini; Sant'Anna, Ernani Sebastiao";;;;JOURNAL OF THE AMERICAN OIL CHEMISTS SOCIETY;JUL 2016;2016;93;7;;;;963;972;;10.1007/s11746-016-2849-y;;;37;6,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;9;11;11;0
Increase in the carbohydrate content of the microalgae Spirulina in culture by nutrient starvation and the addition of residues of whey protein concentrate;"Vieira Salla, Ana Cludia; Margarites, Ana Claudia; Seibel, Fabio Ivan; Holz, Luiz Carlos; Briao, Vandre Barbosa; Bertolin, Telma Elita; Colla, Luciane Maria; Vieira Costa, Jorge Alberto";;;;BIORESOURCE TECHNOLOGY;JUN 2016;2016;209;;;;;133;141;;10.1016/j.biortech.2016.02.069;;;36;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;6;12;8;1
Improving biogas production from microalgae by enzymatic pretreatment;"Passos, Fabiana; Hom-Diaz, Andrea; Blanquez, Paqui; Vicent, Teresa; Ferrer, Ivet";;;;BIORESOURCE TECHNOLOGY;JAN 2016;2016;199;;;;;347;351;;10.1016/j.biortech.2015.08.084;;;36;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;9;5;6;10;0
A New Biomaterial of Nanofibers with the Microalga Spirulina as Scaffolds to Cultivate with Stem Cells for Use in Tissue Engineering;"Steffens, D.; Lersch, M.; Rosa, A.; Scher, C.; Crestani, T.; Morais, M. G.; Costa, J. A. V.; Pranke, P.";;;;JOURNAL OF BIOMEDICAL NANOTECHNOLOGY;APR 2013;2013;9;4;;;;710;718;;10.1166/jbn.2013.1571;;;33;3,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;5;5;8;1;4;2;0
Bioactive pigments from microalgae Phormidium autumnale;"Rodrigues, Daniele B.; Menezes, Cristiano R.; Mercadante, Adriana Z.; Jacob-Lopes, Eduardo; Zepka, Leila Q.";;;;FOOD RESEARCH INTERNATIONAL;NOV 2015;2015;77;;2;;SI;273;279;;10.1016/j.foodres.2015.04.027;;;32;4,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;12;8;0
Microalgae: Cultivation techniques and wastewater phycoremediation;"Pacheco, Marcondes M.; Hoeltz, Michele; Moraes, Maria S. A.; Schneider, Rosana C. S.";;;;JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING;MAY 12 2015;2015;50;6;;;;585;601;;10.1080/10934529.2015.994951;;;32;4,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;4;6;11;0
Copper and cadmium complexation by high molecular weight materials of dominant microalgae and of water from a eutrophic reservoir;"Gouvea, SP; Vieira, AAH; Lombardi, AT";;;;CHEMOSPHERE;SEP 2005;2005;60;9;;;;1332;1339;;10.1016/j.chemosphere.2005.01.061;;;32;1,88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;3;0;0;3;4;2;3;3;2;0;4;1;0
Estimating the gasoline components and formulations toxicity to microalgae (Tetraselmis chuii) and oyster (Crassostrea rhizophorae) ernbryos: An approach to minimize environmental pollution risk;"Paixoa, J. F.; Nascimento, I. A.; Pereira, S. A.; Leite, M. B. L.; Carvalho, G. C.; Silveira, J. S. C., Jr.; Reboucas, M.; Matias, G. R. A.; Rodrigues, I. L. P.";;;;ENVIRONMENTAL RESEARCH;MAR 2007;2007;103;3;;;;365;374;;10.1016/j.envres.2006.06.015;;;31;2,07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;4;5;2;1;2;2;0;2;6;1;0
Toxicity of ionic copper to the freshwater microalga Scenedesmus acuminatus (Chlorophyceae, Chlorococcales);"Lombardi, Ana Teresa; Dos Reis Hidalgo, Thais Moreira; Henriques Vieira, Armando Augusto; Sartori, Antonio Luiz";;;;PHYCOLOGIA;JAN 2007;2007;46;1;;;;74;78;;10.2216/06-40.1;;;31;2,07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;2;4;0;3;3;5;1;2;3;1;1
Biosorption of rhodamine B dye from dyeing stones effluents using the green microalgae Chlorella pyrenoidosa;"Denardin da Rosa, Ana Lucia; Carissimi, Elvis; Dotto, Guilherme Luiz; Sander, Hedda; Feris, Liliana Amaral";;;;JOURNAL OF CLEANER PRODUCTION;OCT 10 2018;2018;198;;;;;1302;1310;;10.1016/j.jclepro.2018.07.128;;;30;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16;13;0
Environmental sustainability analysis of a protein-rich livestock feed ingredient in The Netherlands: Microalgae production versus soybean import;"Taelman, Sue Ellen; De Meester, Steven; Van Dijk, Wim; da Silva, Vamilson; Dewulf, Jo";;;;RESOURCES CONSERVATION AND RECYCLING;AUG 2015;2015;101;;;;;61;72;;10.1016/j.resconrec.2015.05.013;;;30;4,29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;11;5;9;0
Production and biochemical profile of the microalgae Aphanothece microscopica Nageli submitted to different drying conditions;"Zepka, Leila Queiroz; Jacob-Lopes, Eduardo; Goldbeck, Rosana; Queiroz, Maria Isabel";;;;CHEMICAL ENGINEERING AND PROCESSING-PROCESS INTENSIFICATION;AUG 2008;2008;47;8;;;;1311;1316;;10.1016/j.cep.2007.04.013;;;30;2,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;5;3;1;2;0;2;5;2;1;1
Influence of light intensity and tannery wastewater concentration on biomass production and nutrient removal by microalgae Scenedesmus sp.;"da Fontoura, Juliana Tolfo; Rolim, Guilherme Sebastiao; Farenzena, Marcelo; Gutterres, Mariliz";;;;PROCESS SAFETY AND ENVIRONMENTAL PROTECTION;OCT 2017;2017;111;;;;;355;362;;10.1016/j.psep.2017.07.024;;;29;5,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;17;0
EVALUATION OF THE POTENTIALITY OF FRESHWATER MICROALGAE AS A SOURCE OF RAW MATERIAL FOR BIODIESEL PRODUCTION;"Menezes, Rafael Silva; Goncalves Leles, Maria Ines; Soares, Aline Terra; Brandao e Melo Franco, Pedro Ivo; Antoniosi Filho, Nelson Roberto; Sant'Anna, Celia Leite; Henriques Vieira, Armando Augusto";;;;QUIMICA NOVA;2013;2013;36;1;;;;10;15;;10.1590/S0100-40422013000100003;;;29;3,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;4;2;5;7;4;0
Cultivation of microalgae Spirulina platensis (Arthrospira platensis) from biological treatment of swine wastewater;"Mezzomo, Natalia; Saggiorato, Adriana Galon; Siebert, Rochele; Tatsch, Pihetra Oliveira; Lago, Maria Cristina; Hemkemeier, Marcelo; Vieira Costa, Jorge Alberto; Bertolin, Telma Elita; Colla, Luciane Maria";;;;CIENCIA E TECNOLOGIA DE ALIMENTOS;JAN-MAR 2010;2010;30;1;;;;173;178;;10.1590/S0101-20612010000100026;;;29;2,42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;1;7;2;4;3;4;0;0
Effects of pH, Salinity, Biomass Concentration, and Algal Organic Matter on Flocculant Efficiency of Synthetic Versus Natural Polymers for Harvesting Microalgae Biomass;"Roselet, Fabio; Vandamme, Dries; Roselet, Milene; Muylaert, Koenraad; Abreu, Paulo Cesar";;;;BIOENERGY RESEARCH;JUN 2017;2017;10;2;;;;427;437;;10.1007/s12155-016-9806-3;;;28;5,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;11;8;1
DNA Barcoding Green Microalgae Isolated from Neotropical Inland Waters;"Hadi, Samed I. I. A.; Santana, Hugo; Brunale, Patricia P. M.; Gomes, Taisa G.; Oliveira, Marcia D.; Matthiensen, Alexandre; Oliveira, Marcos E. C.; Silva, Flavia C. P.; Brasil, Bruno S. A. F.";;;;PLOS ONE;FEB 22 2016;2016;11;2;;;;;;e0149284;10.1371/journal.pone.0149284;;;28;4,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;7;10;0
Comparative Analysis of the Fatty Acid Composition of Microalgae Obtained by Different Oil Extraction Methods and Direct Biomass Transesterification;"Soares, Aline Terra; da Costa, Dayane Cristine; Silva, Bruna Ferreira; Lopes, Rafael Garcia; Derner, Roberto Bianchini; Antoniosi Filho, Nelson Roberto";;;;BIOENERGY RESEARCH;SEP 2014;2014;7;3;;;SI;1035;1044;;10.1007/s12155-014-9446-4;;;28;3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;7;3;4;7;4;0
Carbon dioxide fixation by microalgae cultivated in open bioreactors;"Centeno da Rosa, Ana Priscila; Carvalho, Lisiane Fernandes; Goldbeck, Luzia; Vieira Costa, Jorge Alberto";;;;ENERGY CONVERSION AND MANAGEMENT;AUG 2011;2011;52;8-9;;;;3071;3073;;10.1016/j.enconman.2011.01.008;;;28;2,55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;5;7;6;3;1;1;2;0
Copper complexing properties of dissolved organic materials exuded by the freshwater microalgae Seenedesmus acuminatus (Chlorophyceae);"Lombardi, AT; Hidalgo, TMR; Vieira, AAH";;;;CHEMOSPHERE;JUL 2005;2005;60;4;;;;453;459;;10.1016/j.chemosphere.2004.12.071;;;27;1,59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;3;1;3;3;2;2;2;1;3;1;0;0
